År;OBJECTID;Område;GlobalID;Shape__Len;CreationDa;Creator;EditDate;Editor;Art;Bredd;Förekomst;Täthet;Varierande;Beståndet;OBJECTID_Beskrivning av verifieringssträcka 2021;Missades med bilen
2022;180;Heby;{276bfe58-ee4c-426b-8b4d-2ff8879aa3aa};8,03;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;36;Ja
2022;181;Heby;{8a4c66d3-90e9-4e0f-a1bd-15f68a49580a};5,99;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;37;Ja
2022;182;Heby;{e2a728aa-bce9-44a5-8d92-b20bf13b78c7};2,84;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;37;Ja
2022;183;Heby;{dfb31925-ee14-4406-bb83-19f32c9f8534};3,06;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Ja;Enstaka;Nej;Ytterslänt;37;Ja
2022;184;Heby;{661cf80b-fc8e-4048-b399-16489d669a65};15,74;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;3;Ja;Gles <50%;Nej;Innerslänt;37;Ja
2022;185;Heby;{a18b5a5a-00d3-4131-b741-073937a5b77a};15,63;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;38;Ja
2022;186;Heby;{14684262-670d-4f6a-9fa0-e5421c1b6934};3,43;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;40;Ja
2022;187;Heby;{5479306a-ee61-4dfa-a91e-982bb8352593};5,54;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Både inner och ytterslänt;40;Ja
2022;188;Heby;{702cce16-e792-4e6e-88fb-a9adf61b9b1f};54,53;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Nej;Gles <50%;Nej;Både inner och ytterslänt;40;Nej
2022;189;Heby;{bdaca365-96a6-4772-9ce7-d1b2be95d9e0};3,91;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Både inner och ytterslänt;40;Ja
2022;190;Heby;{69560236-5cb1-415c-9e6d-e0b9d9435b75};7,05;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Ja;Enstaka;Nej;Ytterslänt;41;Ja
2022;191;Heby;{20f9e23f-32cc-4716-a298-67cfe041ae78};142,73;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;4;Ja;Tät 50-90%;Ja;Både inner och ytterslänt;41;Nej
2022;192;Heby;{a16c31b5-8d4c-48ab-bbf8-0bf12aeae95e};8,9;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Ja;Gles <50%;Nej;Både inner och ytterslänt;43;Nej
2022;193;Heby;{4394a265-9120-49cb-92d4-a4e753cc4bd9};89,16;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;3;Ja;Gles <50%;Ja;Både inner och ytterslänt;44;Nej
2022;194;Heby;{dafc7398-4e4a-4192-a151-37d810cdf833};0,36;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;44;Ja
2022;195;Heby;{c2b024dd-1e85-4eba-8eef-5b090bb38e5b};0,61;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;44;Ja
2022;196;Heby;{6a976119-a4a2-4eb2-8f0b-7934a010f9f9};30,43;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Nej;Gles <50%;Nej;Innerslänt;44;Ja
2022;197;Heby;{be565cb0-086c-4a85-bb69-3099c3af46e7};8,78;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Ja;Gles <50%;Nej;Både inner och ytterslänt;46;Nej
2022;198;Heby;{6e452406-c3c7-4688-ba01-5e9744137d9b};1,29;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Nej;Enstaka;Nej;Både inner och ytterslänt;46;Ja
2022;199;Heby;{800cc36e-863a-4bc0-a9c5-76c26707ab93};34,32;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;3;Ja;Tät 50-90%;Nej;Både inner och ytterslänt;47;Nej
2022;200;Heby;{efde365c-734e-4bfe-8573-38cedebbebc9};22,57;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Ja;Enstaka;Nej;Både inner och ytterslänt;47;Nej
2022;201;Heby;{3731ae5c-183d-41cc-bc6e-15ecc39e20ca};24,33;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;2022-06-17;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Ja;Tät 50-90%;Ja;Både inner och ytterslänt;48;Nej
2022;261;Sveg;{62a692bc-be54-4ee8-8be8-70d2d98246b1};5,52;2022-07-20;eleonore.larsson@slu.se_gis_slu;2022-07-20;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Ja
2022;262;Sveg;{70adc1b4-1beb-4b0b-8727-f4376b86ff70};176,41;2022-07-20;eleonore.larsson@slu.se_gis_slu;2022-07-20;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;4;Ja;Tät 50-90%;Ja;Både inner och ytterslänt;50;Nej
2022;263;Sveg;{5e17a803-4037-42c6-9c48-a3e560fe774b};6,81;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Ja;Gles <50%;Nej;Ytterslänt;52;Nej
2022;264;Sveg;{a0850fd2-c827-4593-aa38-ad571e70c284};67,46;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;3;Nej;Gles <50%;Nej;Innerslänt;53;Ja
2022;265;Sveg;{b67e600f-e930-4ee3-a0e7-08eda0be3b50};74,46;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;5;Nej;Tät 50-90%;Ja;Både inner och ytterslänt;53;Nej
2022;266;Sveg;{cf778d9f-70db-46e7-aedc-235c29341565};0,97;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;54;Nej
2022;267;Sveg;{780e3f42-e1dc-44e0-89e1-999bfe819fcd};115,37;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;2;Ja;Gles <50%;Ja;Både inner och ytterslänt;55;Nej
2022;268;Sveg;{edb8ae43-b37f-4c72-b46c-67192babea87};3,38;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Både inner och ytterslänt;55;Nej
2022;269;Sveg;{61d4dceb-b8a8-4a11-925a-a9615e179885};12,9;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;2;Nej;Gles <50%;Nej;Både inner och ytterslänt;56;Nej
2022;270;Sveg;{cf46849a-d2dd-4259-aa50-d45c907c0abc};22,7;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;2;Ja;Gles <50%;Nej;Innerslänt;57;Nej
2022;271;Sveg;{7af06d32-b564-491c-807c-ba98d1e237d9};7,29;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;2;Ja;Tät 50-90%;Nej;Innerslänt;57;Nej
2022;272;Sveg;{08273787-d763-4932-93a8-5c2bd8794ad4};2;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Ja;Enstaka;Nej;Innerslänt;57;Ja
2022;273;Sveg;{f5f0ffce-148e-494c-8c0d-b31a8a9e211f};11,27;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;3;Nej;Gles <50%;Ja;Innerslänt;57;Nej
2022;274;Sveg;{8e50d764-3ec5-4af5-b421-75a1ca7b692b};62,99;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;4;Ja;Tät 50-90%;Nej;Både inner och ytterslänt;57;Nej
2022;275;Sveg;{8bb899b3-015a-4504-9cf4-faf007b86744};4,01;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Nej;Gles <50%;Nej;Innerslänt;57;Nej
2022;276;Sveg;{5e07b339-d746-4ebc-a33a-0f7c80bdeaf9};2,37;2022-07-21;eleonore.larsson@slu.se_gis_slu;2022-07-21;eleonore.larsson@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Ytterslänt;58;Nej
